tweet_id,created_at,text,replies,retweets,likes
2026751882249777596,2026-02-25T20:11:18.000Z,"Iranian FM arrives in Geneva for #NuclearTalks with US 

The Foreign Minister of the Islamic Republic of Iran, Seyed Abbas Araghchi, arrived in Geneva on Wednesday evening at the head of a political and technical delegation to conduct nuclear negotiations. 

The third round of",17.0,68,312
2015631199633395769,2026-01-26T03:41:41.000Z,"The Islamic Republic of #Iran extends its warmest congratulations to the friendly nation and government of the Republic of #India on their Republic Day. 
We are determined to promote bilateral relations & cooperation in all areas that the two countries deem beneficial to our",178.0,375,4K
2023850027643531573,2026-02-17T20:00:22.000Z,"Iranian, Swiss foreign ministers meet in Geneva 

The Foreign Minister of the Islamic Republic of Iran, Seyed Abbas Araghchi, who has traveled to Switzerland to conduct a series of diplomatic talks and to hold the second round of indirect Iran-US nuclear negotiations, met and",8.0,25,72
2021075888893219062,2026-02-10T04:16:56.000Z,"Iranian FM holds phone talks with Turkish, Egyptian and Saudi counterparts on Muscat negotiations 

Iranian Foreign Minister Seyed Abbas Araghchi held separate telephone conversations with the foreign ministers of Turkey, Egypt, and Saudi Arabia, briefing his counterparts on the",6.0,36,109
2000901676388040934,2025-12-16T12:11:49.000Z,"Iranian FM meets Belarusian president in Minsk 

Iranian Foreign Minister Seyed Abbas Araghchi, who is visiting Minsk for talks with senior Belarusian officials, met with President Alexander Lukashenko at noon on Monday. 

During the meeting, President Lukashenko referred to the",,12,27
2020120138935091529,2026-02-07T12:59:07.000Z,"Iranian FM at #AljazeeraForum in Doha: A just resolution of the Palestinian issue is cornerstone of lasting security in region and world

The Foreign Minister of the Islamic Republic of Iran, Seyed Abbas Araghchi, who has traveled to Doha, Qatar, to participate in the 17th",14.0,43,104
1995680574543987186,2025-12-02T02:25:01.000Z,"Iranian, Japanese FMs hold telephone conversation on bilateral ties, intl. developments 

Iranian Foreign Minister Seyed Abbas Araghchi and his Japanese counterpart Toshimitsu Motegi held a telephone conversation at noon on Monday to discuss bilateral relations and international",16.0,19,45
2022403961781927965,2026-02-13T20:14:13.000Z,"Cyprio, Iranian FMs hold telephone conversation

Foreign Minister of Cyprus Constantinos Kombos, whose country currently holds the rotating presidency of the European Union, held a telephone conversation on Friday with his Iranian counterpart Seyed Abbas Araghchi. 

The Cypriot",4.0,11,39
2019034581119177029,2026-02-04T13:05:30.000Z,"FM Araghchi talks with Turkish counterpart 

Iran's Minister of Foreign Affairs, Seyed Abbas Araghchi, held a telephone conversation this Tuesday night with Hakan Fidan, Minister of Foreign Affairs of Turkey, exchanged views on the latest regional developments and expressed",9.0,19,118
2000903008582873515,2025-12-16T12:17:06.000Z,"#Iran’s FM meets with state secretary of Belarusian National Security Council 

Iranian Foreign Minister Seyed Abbas Araghchi, who is on an official visit to #Belarus, met on Monday evening with the country's State Secretary of the National Security Council Alexander Volfovich.",,5,17
2002291015860855111,2025-12-20T08:12:33.000Z,"Foreign ministers of #Iran, #Cyprus discuss bilateral, international developments in phone conversation 

The Foreign Minister of the Islamic Republic of Iran, Seyed Abbas Araghchi, and his Cypriot counterpart Constantinos Kombos had a telephone conversation on Friday. 

Araghchi",6.0,5,21
2019034488823599181,2026-02-04T13:05:08.000Z,"Iranian, Qatari FMs hold telephone conversation 

Iran's Minister of Foreign Affairs, Seyed Abbas Araghchi, and Mohammed bin Abdulrahman Al Thani, Prime Minister and Minister of Foreign Affairs of the State of Qatar, held a telephone conversation this Tuesday afternoon during",10.0,15,62
